index,customer_id,customer_age,customer_income,home_ownership,employment_duration,loan_intent,loan_grade,loan_amnt,loan_int_rate,term_years,cred_hist_length,Current_loan_status
1880,1879.0,24,148000,0,0.0,4,3,15000.0,16.82,8,3,1
1881,1880.0,24,200004,0,5.0,0,0,15000.0,10.59,8,4,0
1882,1881.0,26,210000,0,4.0,3,1,15000.0,12.99,8,4,0
1883,1882.0,26,30000,2,10.0,2,0,6500.0,6.62,6,3,0
1884,1883.0,25,165000,0,3.0,0,0,14950.0,6.62,8,3,0
1885,1884.0,22,33996,0,1.0,0,2,14900.0,15.37,8,2,1
1886,1885.0,24,55000,0,4.0,3,0,14900.0,11.83,8,3,0
1887,1886.0,22,58900,0,2.0,1,1,14900.0,13.57,8,3,0
1888,1887.0,21,30000,2,5.0,3,0,7600.0,6.03,1,4,0
1889,1888.0,25,31500,0,8.0,4,1,14850.0,8.9,8,4,1
1890,1889.0,25,28800,0,6.0,1,1,14800.0,7.49,8,3,1
1891,1890.0,23,30000,2,4.0,4,0,1000.0,6.62,3,3,1
1892,1891.0,23,30000,2,8.0,2,0,4375.0,6.62,3,2,0
1893,1892.0,23,30000,2,2.0,4,0,1400.0,6.03,3,4,0
1894,1893.0,25,30000,0,2.0,1,1,2000.0,10.38,5,2,0
1895,1894.0,26,30000,0,9.0,2,1,2000.0,11.49,6,3,0
1896,1895.0,25,30000,0,4.0,1,1,2000.0,14.22,5,4,0
1897,1896.0,24,30000,0,0.0,1,1,2000.0,8.07,4,4,0
1898,1897.0,24,30972,0,1.0,2,2,2000.0,16.29,4,2,1
1899,1898.0,24,31200,0,3.0,3,1,2000.0,14.65,4,2,0
1900,1899.0,24,30000,2,8.0,4,0,17000.0,11.99,8,3,1
1901,1900.0,24,32000,0,2.0,0,1,2000.0,10.59,4,3,1
1902,1901.0,23,32000,0,5.0,2,2,2000.0,16.49,3,3,0
1903,1902.0,26,32000,0,5.0,4,1,2000.0,11.49,6,3,0
1904,1903.0,22,32000,0,2.0,0,1,2000.0,12.53,2,2,1
1905,1904.0,24,32640,0,5.0,0,1,2000.0,10.0,4,2,1
1906,1905.0,23,30000,2,0.0,2,0,13000.0,11.01155276552426,8,2,0
1907,1906.0,23,33000,0,1.0,0,1,2000.0,6.03,3,4,0
1908,1907.0,21,33000,0,0.0,5,1,2000.0,12.61,1,3,1
1909,1908.0,22,33000,0,1.0,4,1,2000.0,11.01155276552426,2,3,0
1910,1909.0,24,40000,0,2.0,3,1,2000.0,11.99,4,4,0
1911,1910.0,24,40000,0,5.0,1,1,2000.0,11.01155276552426,4,4,0
1912,1911.0,21,40000,0,2.0,0,1,2000.0,14.72,1,3,0
1913,1912.0,22,50400,0,3.0,2,0,2000.0,11.01155276552426,2,4,0
1914,1913.0,25,50450,0,3.0,0,0,2000.0,9.88,5,3,0
1915,1914.0,24,53000,0,3.0,5,0,2000.0,10.36,4,2,0
1916,1915.0,24,53117,0,1.0,3,1,2000.0,13.79,4,2,0
1917,1916.0,23,55000,0,2.0,0,0,2000.0,7.49,3,3,0
1918,1917.0,25,30000,1,9.0,2,2,7000.0,11.01155276552426,5,3,0
1919,1918.0,24,56496,0,5.0,0,0,2000.0,9.32,4,3,0
1920,1919.0,25,57000,0,8.0,1,0,2000.0,11.36,5,2,0
1921,1920.0,26,57450,0,4.0,1,1,2000.0,13.35,6,2,0
1922,1921.0,25,58020,0,9.0,3,0,2000.0,6.91,5,4,0
1923,1922.0,23,60000,0,4.790161244517371,1,1,2000.0,13.06,3,3,0
1924,1923.0,22,60000,0,6.0,0,0,2000.0,9.63,2,2,0
1925,1924.0,22,54000,0,7.0,1,4,2000.0,18.3,2,4,1
1926,1925.0,21,30000,1,5.0,1,0,9000.0,5.99,1,4,0
1927,1926.0,26,61000,0,1.0,1,0,2000.0,7.9,6,3,0
1928,1927.0,24,62000,0,4.0,0,1,2000.0,13.49,4,3,0
1929,1928.0,22,62000,0,4.0,0,1,2000.0,15.27,2,2,0
1930,1929.0,26,62400,0,3.0,3,0,2000.0,12.53,6,2,0
1931,1930.0,25,30000,2,4.790161244517371,0,2,10625.0,16.49,8,4,0
1932,1931.0,24,57996,0,8.0,1,2,2000.0,15.37,4,4,1
1933,1932.0,22,65000,0,3.0,4,1,2000.0,14.27,2,4,0
1934,1933.0,26,65000,0,3.0,1,0,2000.0,7.51,6,2,0
1935,1934.0,26,67000,0,6.0,0,1,2000.0,11.01155276552426,6,4,0
1936,1935.0,23,70000,0,4.0,3,0,2000.0,7.66,3,2,0
1937,1936.0,23,30000,2,2.0,2,0,1200.0,9.67,3,2,0
1938,1937.0,22,30000,2,2.0,1,0,6000.0,11.99,2,3,0
1939,1938.0,26,70000,0,3.0,0,1,2000.0,12.84,6,2,0
1940,1939.0,22,30000,2,6.0,2,0,3000.0,11.49,2,2,0
1941,1940.0,24,70000,0,0.0,2,0,2000.0,8.7,4,3,0
1942,1941.0,22,70028,0,7.0,2,0,2000.0,11.01155276552426,2,3,0
1943,1942.0,24,75000,0,2.0,1,0,2000.0,9.99,4,2,0
1944,1943.0,22,75000,0,6.0,0,1,2000.0,13.43,2,3,0
1945,1944.0,23,30000,1,4.790161244517371,2,0,7000.0,7.49,3,3,0
1946,1945.0,23,75000,0,3.0,2,0,2000.0,5.79,3,3,0
1947,1946.0,24,76248,0,8.0,0,0,2000.0,11.01155276552426,4,3,0
1948,1947.0,21,30000,2,6.0,3,0,3000.0,5.99,1,4,0
1949,1948.0,26,30000,2,5.0,5,0,2000.0,11.99,6,2,1
1950,1949.0,22,30000,2,5.0,1,1,3000.0,14.79,2,3,0
1951,1950.0,22,30000,2,2.0,0,0,13250.0,10.99,8,3,0
1952,1951.0,23,80000,0,1.0,2,0,2000.0,9.99,3,4,0
1953,1952.0,25,80000,0,9.0,2,0,2000.0,11.49,5,3,0
1954,1953.0,23,80004,0,0.0,3,0,2000.0,11.01155276552426,3,3,0
1955,1954.0,25,89100,0,9.0,2,1,2000.0,13.49,5,3,0
1956,1955.0,23,90000,0,0.0,3,0,2000.0,7.88,3,3,0
1957,1956.0,21,99996,0,5.0,0,1,2000.0,13.57,1,3,0
1958,1957.0,23,100000,0,4.0,1,0,2000.0,10.62,3,2,0
1959,1958.0,25,101424,0,6.0,4,0,2000.0,7.29,5,4,0
1960,1959.0,26,108000,0,5.0,0,2,2000.0,16.29,6,4,0
1961,1960.0,23,30000,2,3.0,4,0,3800.0,5.79,3,3,0
1962,1961.0,22,30000,1,4.790161244517371,0,0,5125.0,10.0,2,3,0
1963,1962.0,25,130000,0,3.0,5,0,2000.0,6.99,5,4,0
1964,1963.0,22,25000,0,1.0,2,1,2050.0,10.59,2,2,0
1965,1964.0,23,30000,2,6.0,3,1,2400.0,11.01155276552426,3,4,0
1966,1965.0,23,10000,0,1.0,2,1,2100.0,12.21,3,3,1
1967,1966.0,23,12000,0,0.0,1,1,2100.0,8.94,3,2,1
1968,1967.0,22,14400,0,0.0,5,2,2100.0,14.83,2,3,1
1969,1968.0,24,15000,0,0.0,0,1,2100.0,13.11,4,4,0
1970,1969.0,22,21600,0,3.0,1,1,2100.0,9.99,2,4,0
1971,1970.0,22,30000,1,4.790161244517371,0,0,12000.0,7.66,8,2,0
1972,1971.0,25,23000,0,0.0,0,1,2100.0,13.48,5,4,0
1973,1972.0,22,24000,0,0.0,3,1,2100.0,12.21,2,2,0
1974,1973.0,22,30000,2,6.0,2,0,2000.0,5.42,2,2,0
1975,1974.0,23,33600,0,0.0,4,1,2100.0,11.01155276552426,3,3,0
1976,1975.0,22,34560,0,1.0,1,3,2100.0,17.04,2,3,1
1977,1976.0,25,30000,2,4.790161244517371,5,0,8000.0,6.92,5,3,0
1978,1977.0,22,40000,0,0.0,4,1,2100.0,6.39,2,2,0
1979,1978.0,25,44400,0,4.0,3,2,2100.0,17.27,5,4,0
1980,1979.0,22,30000,1,6.0,0,0,2500.0,7.29,2,3,0
1981,1980.0,23,45000,0,0.0,2,1,2100.0,11.48,3,4,0
1982,1981.0,22,52800,0,1.0,3,0,2100.0,6.76,2,2,0
1983,1982.0,22,60000,0,5.0,4,1,2100.0,14.65,2,2,0
1984,1983.0,22,60000,0,5.0,2,1,2100.0,13.43,2,2,0
1985,1984.0,25,30000,1,9.0,2,0,10000.0,11.01155276552426,5,2,0
1986,1985.0,24,54000,0,8.0,5,3,2100.0,17.14,4,4,1
1987,1986.0,22,30000,2,0.0,0,0,7000.0,7.29,2,3,0
1988,1987.0,25,80000,0,9.0,3,0,2100.0,11.01155276552426,5,4,0
1989,1988.0,23,87000,0,4.0,0,1,2100.0,11.01155276552426,3,2,0
1990,1989.0,24,79050,0,2.0,1,0,2100.0,9.91,4,4,1
1991,1990.0,26,110000,0,0.0,4,0,2100.0,7.12,6,2,0
1992,1991.0,23,30000,2,6.0,0,0,10000.0,7.66,3,3,0
1993,1992.0,26,43000,0,4.790161244517371,3,1,2125.0,8.9,6,3,0
1994,1993.0,22,17772,0,0.0,1,1,2150.0,11.01155276552426,2,4,0
1995,1994.0,26,57600,0,10.0,4,2,2150.0,15.62,6,3,1
1996,1995.0,22,28800,0,2.0,2,1,14000.0,7.9,8,2,1
1997,1996.0,21,30000,2,5.0,2,0,6400.0,11.01155276552426,1,3,0
1998,1997.0,21,30000,0,3.0,1,1,14000.0,10.65,8,2,1
1999,1998.0,24,30000,0,2.0,4,1,14000.0,7.9,8,2,1
2000,1999.0,24,30000,2,4.790161244517371,4,0,3075.0,11.01155276552426,4,4,0
2001,2000.0,22,30000,0,6.0,2,1,14000.0,6.99,8,4,1
2002,2001.0,23,30000,0,1.0,1,1,14000.0,11.26,8,3,1
2003,2002.0,22,32000,0,0.0,4,1,14000.0,13.49,8,2,1
2004,2003.0,22,30000,2,6.0,3,1,2000.0,12.61,2,4,0
2005,2004.0,22,32000,0,7.0,0,1,14000.0,12.23,8,3,1
2006,2005.0,26,32400,0,10.0,0,1,14000.0,7.51,8,4,1
2007,2006.0,24,32500,0,4.0,1,1,14000.0,14.17,8,2,1
2008,2007.0,22,34000,0,6.0,4,1,14000.0,10.62,8,4,1
2009,2008.0,24,30000,2,4.790161244517371,5,0,8000.0,6.17,4,2,0
2010,2009.0,22,37000,0,6.0,3,1,14000.0,6.92,8,2,1
2011,2010.0,26,37000,0,0.0,3,1,14000.0,9.88,8,4,1
2012,2011.0,23,37148,0,4.0,0,2,14000.0,14.42,8,3,1
2013,2012.0,21,37947,0,5.0,3,1,14000.0,7.9,8,2,1
2014,2013.0,22,39000,0,4.0,1,1,14000.0,10.37,8,3,1
2015,2014.0,26,39900,0,1.0,4,1,14000.0,10.37,8,3,1
2016,2015.0,22,40000,0,6.0,0,1,14000.0,11.01155276552426,8,4,1
2017,2016.0,24,40000,0,4.0,1,1,14000.0,6.03,8,2,1
2018,2017.0,22,40000,0,6.0,0,1,14000.0,13.11,8,3,1
2019,2018.0,24,34000,0,0.0,2,2,14000.0,14.61,8,2,1
2020,2019.0,24,30000,1,7.0,5,1,10000.0,12.61,4,3,0
2021,2020.0,21,30000,2,0.0,0,2,2000.0,14.46,1,4,0
2022,2021.0,23,30000,2,0.0,4,1,1000.0,13.72,3,4,0
2023,2022.0,22,30000,2,3.0,0,0,5000.0,6.91,2,3,0
2024,2023.0,24,34400,0,8.0,4,2,14000.0,16.0,8,3,1
2025,2024.0,24,30000,1,7.0,5,0,15250.0,6.54,8,3,0
2026,2025.0,22,41000,0,5.0,2,1,14000.0,11.01155276552426,8,3,1
2027,2026.0,22,41340,0,6.0,2,2,14000.0,17.49,8,3,1
2028,2027.0,21,12000,0,0.0,4,1,2200.0,11.01155276552426,1,3,1
2029,2028.0,21,15000,0,4.0,0,2,2200.0,11.01155276552426,1,4,0
2030,2029.0,25,15000,0,0.0,2,1,2200.0,7.88,5,2,0
2031,2030.0,21,16200,0,2.0,1,2,2200.0,16.49,1,2,1
2032,2031.0,24,22000,0,4.790161244517371,1,1,2200.0,11.01155276552426,4,3,0
2033,2032.0,23,24000,0,3.0,0,1,2200.0,15.23,3,4,0
2034,2033.0,23,26004,0,8.0,4,1,2200.0,9.91,3,2,1
2035,2034.0,25,27500,0,4.0,1,1,2200.0,12.53,5,4,0
2036,2035.0,22,27996,0,0.0,5,2,2200.0,15.95,2,2,1
2037,2036.0,21,35360,0,1.0,0,1,2200.0,7.49,1,2,0
2038,2037.0,25,38400,0,5.0,4,1,2200.0,12.69,5,3,0
2039,2038.0,23,30000,2,2.0,0,3,12000.0,16.45,8,3,0
2040,2039.0,23,39000,0,7.0,4,1,2200.0,10.99,3,4,0
2041,2040.0,23,39270,0,6.0,2,1,2200.0,11.72,3,2,0
2042,2041.0,24,30000,2,3.0,4,1,4500.0,14.72,4,4,0
2043,2042.0,26,30000,1,0.0,3,0,5000.0,10.38,6,4,0
2044,2043.0,22,46080,0,1.0,2,1,2200.0,11.99,2,2,0
2045,2044.0,22,55000,0,3.0,1,0,2200.0,5.79,2,4,0
2046,2045.0,23,30000,2,2.0,2,0,8000.0,7.88,3,2,0
2047,2046.0,25,30000,2,4.0,4,0,9000.0,7.51,5,4,0
2048,2047.0,23,75000,0,0.0,2,0,2200.0,7.9,3,4,0
2049,2048.0,21,52500,0,0.0,4,0,2225.0,7.66,1,3,0
2050,2049.0,25,30000,2,0.0,5,1,6000.0,14.35,5,2,0
2051,2050.0,23,16000,0,6.0,4,1,2250.0,13.49,3,4,0
2052,2051.0,24,29140,0,1.0,2,1,2250.0,12.73,4,4,0
2053,2052.0,26,42000,0,4.0,4,1,2250.0,10.38,6,4,0
2054,2053.0,23,14000,0,2.0,0,2,2300.0,15.33,3,2,1
2055,2054.0,25,25920,0,0.0,3,1,2300.0,11.11,5,4,0
2056,2055.0,22,30000,1,4.790161244517371,2,1,7000.0,13.98,2,2,0
2057,2056.0,26,30000,0,1.0,1,1,2300.0,10.99,6,2,0
2058,2057.0,21,34416,0,5.0,0,1,2300.0,6.76,1,2,0
2059,2058.0,26,36400,0,4.0,0,1,2300.0,7.4,6,2,0
2060,2059.0,25,62400,0,7.0,1,0,2300.0,11.71,5,3,0
2061,2060.0,22,30000,1,4.0,3,0,5000.0,11.12,2,2,0
2062,2061.0,23,78000,0,5.0,0,2,2300.0,17.58,3,2,0
2063,2062.0,23,30000,2,6.0,2,0,5000.0,10.38,3,4,0
2064,2063.0,22,30000,2,6.0,4,1,5000.0,13.23,2,4,0
2065,2064.0,26,14400,0,4.790161244517371,1,1,2350.0,9.91,6,4,1
2066,2065.0,25,44400,0,6.0,0,1,2350.0,13.98,5,3,0
2067,2066.0,24,12000,0,4.0,1,1,2400.0,6.92,4,2,1
2068,2067.0,26,30000,2,0.0,0,0,4000.0,7.14,6,3,0
2069,2068.0,23,13000,0,0.0,3,3,2400.0,16.82,3,3,1
2070,2069.0,24,13288,0,5.0,2,2,2400.0,17.27,4,2,1
2071,2070.0,24,30000,2,8.0,5,1,5000.0,13.48,4,2,1
2072,2071.0,25,30000,2,6.0,3,0,4000.0,7.14,5,2,0
2073,2072.0,25,15648,0,4.790161244517371,0,1,2400.0,11.71,5,4,0
2074,2073.0,26,16428,0,0.0,3,1,2400.0,12.23,6,4,0
2075,2074.0,24,16800,0,3.0,1,1,2400.0,13.98,4,4,1
2076,2075.0,26,30000,2,3.0,5,0,15000.0,10.62,8,2,0
2077,2076.0,23,30000,2,3.0,3,0,4500.0,10.62,3,3,0
2078,2077.0,26,18000,0,1.0,2,1,2400.0,13.06,6,2,1
2079,2078.0,24,30000,2,9.0,4,1,2400.0,13.11,4,2,0
2080,2079.0,22,30000,2,6.0,2,1,3200.0,13.48,2,4,0
2081,2080.0,21,18000,0,4.790161244517371,2,1,2400.0,14.72,1,2,0
2082,2081.0,22,18000,0,4.790161244517371,4,1,2400.0,13.61,2,3,0
2083,2082.0,22,30000,2,6.0,0,1,13750.0,14.22,8,4,0
2084,2083.0,24,20000,0,0.0,4,2,2400.0,15.62,4,2,1
2085,2084.0,22,30000,2,1.0,3,0,5500.0,10.99,2,3,0
2086,2085.0,22,21600,0,1.0,5,2,2400.0,16.29,2,4,1
2087,2086.0,23,21600,0,1.0,4,1,2400.0,15.23,3,4,1
2088,2087.0,22,21996,0,6.0,4,1,2400.0,12.53,2,4,0
2089,2088.0,22,30000,2,3.0,1,0,1750.0,10.99,2,4,0
2090,2089.0,23,22790,0,7.0,2,1,2400.0,8.94,3,4,0
2091,2090.0,25,22800,0,1.0,1,1,2400.0,10.36,5,4,0
2092,2091.0,22,30000,2,0.0,2,0,5000.0,11.48,2,4,0
2093,2092.0,23,23000,0,5.0,0,1,2400.0,5.99,3,3,0
2094,2093.0,21,24000,0,6.0,2,2,2400.0,16.29,1,3,0
2095,2094.0,26,25000,0,0.0,3,2,2400.0,15.28,6,3,1
2096,2095.0,23,30000,1,0.0,3,0,3000.0,11.14,3,3,0
2097,2096.0,24,25000,0,4.790161244517371,2,1,2400.0,13.8,4,4,0
2098,2097.0,22,25000,0,0.0,0,1,2400.0,13.61,2,4,0
2099,2098.0,21,26000,0,1.0,3,1,2400.0,11.58,1,4,1
2100,2099.0,21,26400,0,0.0,0,1,2400.0,14.79,1,2,0
2101,2100.0,22,26400,0,0.0,5,1,2400.0,13.92,2,3,1
2102,2101.0,22,27259,0,1.0,0,1,2400.0,10.59,2,2,0
2103,2102.0,25,28000,0,8.0,0,1,2400.0,11.49,5,3,0
2104,2103.0,24,28800,0,0.0,5,1,2400.0,14.26,4,4,1
2105,2104.0,21,30000,0,1.0,5,2,2400.0,17.19,1,2,1
2106,2105.0,21,30000,0,1.0,2,2,2400.0,16.49,1,2,1
2107,2106.0,24,30000,0,2.0,1,1,2400.0,13.72,4,4,0
2108,2107.0,25,30720,0,4.0,1,1,2400.0,7.9,5,3,0
2109,2108.0,23,30000,2,0.0,4,0,6500.0,7.74,3,4,0
2110,2109.0,23,30720,0,2.0,3,1,2400.0,13.98,3,4,1
2111,2110.0,22,32000,0,0.0,1,1,2400.0,11.99,2,3,0
2112,2111.0,22,32400,0,3.0,2,2,2400.0,16.77,2,3,0
2113,2112.0,22,32995,0,3.0,4,1,2400.0,11.48,2,4,0
2114,2113.0,26,30000,1,0.0,3,1,15000.0,13.22,8,2,0
2115,2114.0,22,35000,0,1.0,0,1,2400.0,11.01155276552426,2,2,0
2116,2115.0,25,35000,0,3.0,2,1,2400.0,12.53,5,3,0
2117,2116.0,23,30000,2,7.0,0,0,12000.0,8.94,8,4,0
2118,2117.0,21,37800,0,1.0,3,1,2400.0,14.26,1,3,0
2119,2118.0,23,40000,0,3.0,4,1,2400.0,8.9,3,3,0
2120,2119.0,25,40000,0,9.0,0,1,2400.0,5.42,5,3,0
2121,2120.0,24,30000,2,0.0,2,1,6000.0,13.22,4,3,0
2122,2121.0,25,30000,2,2.0,3,0,11500.0,8.59,8,4,0
2123,2122.0,22,40000,0,1.0,0,1,2400.0,12.73,2,2,0
2124,2123.0,23,30000,2,5.0,1,0,1000.0,7.4,3,2,0
2125,2124.0,21,34000,0,5.0,5,1,2400.0,10.83,1,4,1
2126,2125.0,24,41300,0,2.0,0,1,2400.0,12.68,4,2,0
2127,2126.0,22,41600,0,0.0,0,1,2400.0,12.22,2,2,0
2128,2127.0,24,30000,2,0.0,4,1,6000.0,13.57,4,2,0
2129,2128.0,26,30000,2,0.0,2,0,3500.0,8.0,6,4,0
2130,2129.0,25,30000,2,9.0,2,0,3000.0,11.01155276552426,5,4,0
2131,2130.0,22,30000,2,4.0,0,0,5000.0,11.89,2,4,1
2132,2131.0,26,30000,2,0.0,2,1,4000.0,13.16,6,4,0
2133,2132.0,25,30000,2,9.0,2,0,8000.0,9.32,5,4,0
2134,2133.0,21,30000,2,0.0,3,0,4750.0,9.63,1,2,1
2135,2134.0,22,43000,0,5.0,2,1,2400.0,10.99,2,4,0
2136,2135.0,22,37080,0,6.0,3,1,2400.0,10.65,2,3,1
2137,2136.0,25,44000,0,5.0,1,1,2400.0,7.66,5,4,0
2138,2137.0,23,44004,0,3.0,0,2,2400.0,14.09,3,4,0
2139,2138.0,24,30000,2,2.0,0,0,1000.0,8.0,4,2,0
2140,2139.0,22,45000,0,3.0,1,1,2400.0,12.18,2,4,0
2141,2140.0,26,46000,0,0.0,4,1,2400.0,9.91,6,4,0
2142,2141.0,23,47000,0,7.0,3,3,2400.0,13.75,3,4,0
2143,2142.0,22,30000,2,6.0,3,2,6600.0,14.42,2,4,0
2144,2143.0,23,48000,0,1.0,1,1,2400.0,8.49,3,4,0
2145,2144.0,23,30000,2,0.0,1,2,8000.0,11.01155276552426,3,3,1
2146,2145.0,23,48000,0,0.0,0,1,2400.0,10.59,3,3,0
2147,2146.0,24,48000,0,0.0,3,1,2400.0,12.99,4,4,0
2148,2147.0,23,49800,0,2.0,3,1,2400.0,11.83,3,2,0
2149,2148.0,25,52000,0,0.0,5,0,2400.0,7.88,5,4,0
2150,2149.0,22,30000,2,6.0,2,0,6950.0,9.32,2,4,0
2151,2150.0,24,54000,0,5.0,3,0,2400.0,8.0,4,3,0
2152,2151.0,26,54500,0,7.0,0,0,2400.0,9.32,6,3,0
2153,2152.0,23,56000,0,2.0,1,0,2400.0,8.9,3,3,0
2154,2153.0,22,57500,0,3.0,3,1,2400.0,15.23,2,3,0
2155,2154.0,25,60000,0,6.0,2,0,2400.0,11.49,5,3,0
2156,2155.0,24,54000,0,3.0,1,1,2400.0,13.49,4,4,1
2157,2156.0,26,54000,0,2.0,5,2,2400.0,14.09,6,2,1
2158,2157.0,21,30000,2,4.0,4,0,14000.0,9.38,8,4,0
2159,2158.0,25,63000,0,3.0,4,0,2400.0,7.14,5,4,0
2160,2159.0,23,63300,0,3.0,4,0,2400.0,7.9,3,4,0
2161,2160.0,22,66000,0,2.0,0,0,2400.0,7.4,2,2,0
2162,2161.0,26,67000,0,4.0,1,1,2400.0,12.99,6,2,0
2163,2162.0,26,70000,0,0.0,0,1,2400.0,11.01155276552426,6,3,0
2164,2163.0,24,30000,2,4.0,3,0,5000.0,10.71,4,2,0
2165,2164.0,24,95000,0,4.0,3,0,2400.0,5.99,4,3,0
2166,2165.0,25,95000,0,4.790161244517371,4,0,2400.0,9.25,5,2,0
2167,2166.0,26,95000,0,0.0,2,0,2400.0,11.01155276552426,6,3,0
2168,2167.0,25,87999,0,5.0,3,1,2400.0,14.79,5,4,1
2169,2168.0,23,36000,0,0.0,0,1,2425.0,8.49,3,4,0
2170,2169.0,26,16000,0,1.0,2,2,2450.0,11.01155276552426,6,2,1
2171,2170.0,22,24000,0,0.0,4,1,2450.0,7.9,2,2,0
2172,2171.0,21,10800,0,4.0,3,1,2500.0,8.88,1,2,1
2173,2172.0,21,12000,0,4.790161244517371,1,1,2500.0,11.99,1,4,1
2174,2173.0,21,12540,0,4.790161244517371,5,1,2500.0,7.88,1,2,1
2175,2174.0,24,12600,0,2.0,2,1,2500.0,13.11,4,2,1
2176,2175.0,23,95000,0,2.0,2,0,13600.0,11.11,8,2,0
2177,2176.0,24,31000,0,8.0,2,1,13500.0,13.43,8,4,1
2178,2177.0,21,38000,0,5.0,0,1,13500.0,9.91,8,3,1
2179,2178.0,22,43000,0,6.0,3,1,13500.0,10.95,8,3,1
2180,2179.0,23,45312,0,3.0,0,1,13500.0,7.88,8,3,0
2181,2180.0,26,30200,1,3.0,2,0,9200.0,10.99,6,2,0
2182,2181.0,25,30200,2,9.0,5,0,15000.0,10.2,8,2,0
2183,2182.0,23,51000,0,6.0,4,1,13500.0,12.23,8,2,0
2184,2183.0,23,30280,2,5.0,0,0,5800.0,7.29,3,2,0
2185,2184.0,22,30288,2,2.0,0,1,6000.0,12.73,2,2,0
2186,2185.0,22,30288,1,0.0,0,4,5000.0,19.47,2,3,1
2187,2186.0,24,30300,2,0.0,1,0,5000.0,7.74,4,2,0
2188,2187.0,25,53000,0,10.0,4,0,13500.0,6.99,8,3,0
2189,2188.0,24,57000,0,0.0,3,0,13500.0,6.92,8,2,0
2190,2189.0,24,57772,0,6.0,2,1,13500.0,13.99,8,2,0
2191,2190.0,25,60000,0,9.0,4,0,13500.0,7.49,8,2,0
2192,2191.0,22,68000,0,6.0,4,0,13500.0,10.62,8,4,0
2193,2192.0,24,68000,0,3.0,0,0,13500.0,12.21,8,2,0
2194,2193.0,26,71000,0,5.0,1,0,13500.0,12.69,8,3,0
2195,2194.0,26,77508,0,10.0,2,1,13500.0,12.87,8,2,0
2196,2195.0,25,30576,2,5.0,4,0,10000.0,6.03,5,4,0
2197,2196.0,26,100000,0,0.0,3,0,13500.0,7.14,8,3,0
2198,2197.0,26,185000,0,0.0,2,0,13500.0,5.99,8,3,0
2199,2198.0,23,35000,0,6.0,4,1,13475.0,10.65,8,3,1
2200,2199.0,23,30652,2,4.0,4,2,6000.0,14.54,3,2,1
2201,2200.0,23,29000,0,1.0,2,1,13475.0,14.26,8,4,1
2202,2201.0,23,29000,0,4.0,1,2,13450.0,12.61,8,3,1
2203,2202.0,24,35000,0,8.0,1,1,13400.0,11.01155276552426,8,3,1
2204,2203.0,26,38000,0,3.0,0,1,13400.0,9.99,8,2,1
2205,2204.0,25,30720,2,3.0,2,0,2000.0,11.12,5,2,0
2206,2205.0,22,50000,0,0.0,4,2,13350.0,14.59,8,2,1
2207,2206.0,24,33000,0,2.0,4,1,13300.0,7.66,8,4,1
2208,2207.0,24,39875,0,7.0,3,2,13300.0,16.0,8,4,1
2209,2208.0,23,54000,0,5.0,2,2,13275.0,17.58,8,2,0
2210,2209.0,25,24000,0,3.0,2,1,13250.0,10.37,8,2,1
2211,2210.0,23,30873,2,8.0,0,0,4200.0,10.99,3,4,0
2212,2211.0,22,30000,0,4.0,4,3,13250.0,16.4,8,3,1
2213,2212.0,22,33300,0,0.0,4,1,13250.0,11.01155276552426,8,4,1
2214,2213.0,26,37500,0,6.0,4,1,13250.0,13.49,8,3,1
2215,2214.0,23,38400,0,1.0,2,1,13250.0,10.99,8,4,1
2216,2215.0,26,40000,0,3.0,3,1,13250.0,11.71,8,2,1
2217,2216.0,25,40000,0,9.0,3,2,13250.0,11.01155276552426,8,3,1
2218,2217.0,26,35000,0,5.0,2,1,13225.0,13.49,8,3,1
2219,2218.0,22,40000,0,6.0,3,2,13225.0,16.77,8,2,1
2220,2219.0,23,30996,1,2.0,2,0,5000.0,11.86,3,2,0
2221,2220.0,24,30996,1,4.790161244517371,0,0,8000.0,7.51,4,3,0
2222,2221.0,22,31500,0,5.0,0,1,13200.0,11.71,8,4,1
2223,2222.0,23,44248,0,4.790161244517371,0,1,13200.0,11.01155276552426,8,2,0
2224,2223.0,25,46596,0,2.0,4,1,13200.0,12.53,8,4,0
2225,2224.0,24,60000,0,1.0,3,0,13200.0,6.62,8,4,0
2226,2225.0,22,60000,0,0.0,3,0,13200.0,8.49,8,3,0
2227,2226.0,26,31000,2,9.0,5,0,15000.0,7.9,8,4,1
2228,2227.0,26,54000,0,0.0,3,2,13200.0,14.91,8,2,1
2229,2228.0,22,62000,0,5.0,2,0,13200.0,11.01155276552426,8,4,0
2230,2229.0,21,31000,2,5.0,3,0,6000.0,7.51,1,4,0
2231,2230.0,24,72000,0,3.0,5,0,13200.0,7.29,8,3,0
2232,2231.0,23,75000,0,3.0,2,0,13200.0,6.17,8,4,0
2233,2232.0,25,76000,0,4.0,0,1,13200.0,12.23,8,4,0
2234,2233.0,25,31000,1,8.0,3,0,12000.0,11.01155276552426,8,3,0
2235,2234.0,21,31000,2,5.0,0,0,7500.0,5.42,1,4,0
2236,2235.0,26,80952,0,6.0,0,2,13200.0,16.77,8,4,0
2237,2236.0,24,71040,0,1.0,2,0,13100.0,7.49,8,2,0
2238,2237.0,24,31000,2,8.0,0,0,5000.0,5.42,4,2,0
2239,2238.0,25,31000,2,4.790161244517371,5,0,5200.0,5.42,5,4,0
